,State,Year,Type of power,growthRate,capacity
1972,Maharashtra,2018,Small Hydro Power,4.06,375.57
1973,Maharashtra,2018,Solar Power,4.06,1633.54
1974,Maharashtra,2018,Waste to Energy ,4.06,12.59
1975,Maharashtra,2018,Wind Power,4.06,4794.13
1976,Maharashtra,2019,Bio-Mass Power,5.7,2516.1
1977,Maharashtra,2019,Small Hydro Power,5.7,379.58
1978,Maharashtra,2019,Solar Power,5.7,1801.8
1979,Maharashtra,2019,Waste to Energy ,5.7,12.59
1980,Maharashtra,2019,Wind Power,5.7,5000.33
1981,Maharashtra,2020,Bio-Mass Power,3.11,2584.4
1982,Maharashtra,2020,Small Hydro Power,3.11,379.58
1983,Maharashtra,2020,Solar Power,3.11,2323.79
1984,Maharashtra,2020,Waste to Energy ,3.11,47.75
1985,Maharashtra,2020,Wind Power,3.11,5000.33
1986,Maharashtra,2021,Bio-Mass Power,3.11,2584.4
1987,Maharashtra,2021,Small Hydro Power,3.11,381.08
1988,Maharashtra,2021,Solar Power,3.11,2631.02
1989,Maharashtra,2021,Waste to Energy ,3.11,47.75
1990,Maharashtra,2021,Wind Power,3.11,5012.83
1991,Andhra Pradesh,2006,Bio-Mass Power,0.0,176.57797443442735
1992,Andhra Pradesh,2006,Small Hydro Power,0.0,104.83309785094548
1993,Andhra Pradesh,2006,Solar Power,0.0,0.0586150952479426
1994,Andhra Pradesh,2006,Waste to Energy,0.0,16.705302145663666
1995,Andhra Pradesh,2006,Wind Power,0.0,71.74487658348185
1996,Andhra Pradesh,2007,Bio-Mass Power,1.87,195.9209558662484
1997,Andhra Pradesh,2007,Small Hydro Power,1.87,105.99367673685477
1998,Andhra Pradesh,2007,Solar Power,1.87,0.0586150952479426
1999,Andhra Pradesh,2007,Waste to Energy,1.87,18.756830479341655
2000,Andhra Pradesh,2007,Wind Power,1.87,71.80349167872978
2001,Andhra Pradesh,2008,Bio-Mass Power,5.82,201.37215972430707
2002,Andhra Pradesh,2008,Small Hydro Power,5.82,105.99367673685477
2003,Andhra Pradesh,2008,Solar Power,5.82,0.0586150952479426
2004,Andhra Pradesh,2008,Waste to Energy,5.82,20.6618210748998
2005,Andhra Pradesh,2008,Wind Power,5.82,71.80349167872978
2006,Andhra Pradesh,2009,Bio-Mass Power,9.63,212.9193334881518
2007,Andhra Pradesh,2009,Small Hydro Power,9.63,109.51058245173132
2008,Andhra Pradesh,2009,Solar Power,9.63,0.0586150952479426
2009,Andhra Pradesh,2009,Waste to Energy,9.63,20.90214296541636
2010,Andhra Pradesh,2009,Wind Power,9.63,71.80349167872978
2011,Andhra Pradesh,2010,Bio-Mass Power,12.65,212.9193334881518
2012,Andhra Pradesh,2010,Small Hydro Power,12.65,112.20687683313668
2013,Andhra Pradesh,2010,Solar Power,12.65,1.2309170002067964
2014,Andhra Pradesh,2010,Waste to Energy,12.65,25.298275109012064
2015,Andhra Pradesh,2010,Wind Power,12.65,112.24790739981025
2016,Andhra Pradesh,2011,Bio-Mass Power,24.95,212.9193334881518
2017,Andhra Pradesh,2011,Small Hydro Power,24.95,127.68126197859355
2018,Andhra Pradesh,2011,Solar Power,24.95,12.748783216427533
2019,Andhra Pradesh,2011,Waste to Energy,24.95,25.298275109012064
2020,Andhra Pradesh,2011,Wind Power,24.95,143.92936638132326
2021,Andhra Pradesh,2012,Bio-Mass Power,37.39,223.17697515654177
2022,Andhra Pradesh,2012,Small Hydro Power,37.39,128.38464312156887
2023,Andhra Pradesh,2012,Solar Power,37.39,13.686624740394617
2024,Andhra Pradesh,2012,Waste to Energy,37.39,25.298275109012064
2025,Andhra Pradesh,2012,Wind Power,37.39,262.39047387741545
2026,Andhra Pradesh,2013,Bio-Mass Power,43.26,380.75
2027,Andhra Pradesh,2013,Small Hydro Power,43.26,221.03
2028,Andhra Pradesh,2013,Solar Power,43.26,131.84
2029,Andhra Pradesh,2013,Waste to Energy,43.26,50.66
2030,Andhra Pradesh,2013,Wind Power,43.26,746.2
2031,Andhra Pradesh,2014,Bio-Mass Power,37.53,389.75
2032,Andhra Pradesh,2014,Small Hydro Power,37.53,223.23
2033,Andhra Pradesh,2014,Solar Power,37.53,242.86
2034,Andhra Pradesh,2014,Waste to Energy,37.53,58.16
2035,Andhra Pradesh,2014,Wind Power,37.53,1032.0
2036,Andhra Pradesh,2015,Bio-Mass Power,130.33,380.75
2037,Andhra Pradesh,2015,Small Hydro Power,130.33,232.98
2038,Andhra Pradesh,2015,Solar Power,130.33,572.96
2039,Andhra Pradesh,2015,Waste to Energy,130.33,58.16
2040,Andhra Pradesh,2015,Wind Power,130.33,1431.45
2041,Andhra Pradesh,2016,Bio-Mass Power,0.0,378.2
2042,Andhra Pradesh,2016,Small Hydro Power,0.0,241.98
2043,Andhra Pradesh,2016,Solar Power,0.0,1867.23
2044,Andhra Pradesh,2016,Waste to Energy,0.0,58.16
2045,Andhra Pradesh,2016,Wind Power,0.0,3618.85
2046,Andhra Pradesh,2017,Bio-Mass Power,14.85,477.18
2047,Andhra Pradesh,2017,Small Hydro Power,14.85,162.11
2048,Andhra Pradesh,2017,Solar Power,14.85,2195.46
2049,Andhra Pradesh,2017,Waste to Energy,14.85,23.16
2050,Andhra Pradesh,2017,Wind Power,14.85,3966.95
2051,Andhra Pradesh,2018,Bio-Mass Power,6.71,477.18
2052,Andhra Pradesh,2018,Small Hydro Power,6.71,162.11
2053,Andhra Pradesh,2018,Solar Power,6.71,3085.68
2054,Andhra Pradesh,2018,Waste to Energy ,6.71,23.16
2055,Andhra Pradesh,2018,Wind Power,6.71,4090.45
2056,Andhra Pradesh,2019,Bio-Mass Power,7.2,477.18
2057,Andhra Pradesh,2019,Small Hydro Power,7.2,162.11
2058,Andhra Pradesh,2019,Solar Power,7.2,3610.02
2059,Andhra Pradesh,2019,Waste to Energy ,7.2,23.16
2060,Andhra Pradesh,2019,Wind Power,7.2,4092.45
2061,Andhra Pradesh,2020,Bio-Mass Power,1.38,483.67
2062,Andhra Pradesh,2020,Small Hydro Power,1.38,162.11
2063,Andhra Pradesh,2020,Solar Power,1.38,4291.34
2064,Andhra Pradesh,2020,Waste to Energy ,1.38,52.37
2065,Andhra Pradesh,2020,Wind Power,1.38,4096.65
2066,Andhra Pradesh,2021,Bio-Mass Power,1.38,483.67
2067,Andhra Pradesh,2021,Small Hydro Power,1.38,162.11
2068,Andhra Pradesh,2021,Solar Power,1.38,4386.76
2069,Andhra Pradesh,2021,Waste to Energy ,1.38,82.37
2070,Andhra Pradesh,2021,Wind Power,1.38,4096.65
2071,Karnataka,2006,Bio-Mass Power,0.0,254.28
2072,Karnataka,2006,Small Hydro Power,0.0,416.5
2073,Karnataka,2006,Solar Power,0.0,0.0
2074,Karnataka,2006,Waste to Energy,0.0,1.0
2075,Karnataka,2006,Wind Power,0.0,821.1
2076,Karnataka,2007,Bio-Mass Power,25.73,262.28
2077,Karnataka,2007,Small Hydro Power,25.73,464.0
2078,Karnataka,2007,Solar Power,25.73,0.0
2079,Karnataka,2007,Waste to Energy,25.73,1.0
2080,Karnataka,2007,Wind Power,25.73,1011.4
2081,Karnataka,2008,Bio-Mass Power,12.37,294.18
2082,Karnataka,2008,Small Hydro Power,12.37,464.0
2083,Karnataka,2008,Solar Power,12.37,0.0
2084,Karnataka,2008,Waste to Energy,12.37,1.0
2085,Karnataka,2008,Wind Power,12.37,1327.4
2086,Karnataka,2009,Bio-Mass Power,17.34,336.18
2087,Karnataka,2009,Small Hydro Power,17.34,640.45
2088,Karnataka,2009,Solar Power,17.34,6.0
2089,Karnataka,2009,Waste to Energy,17.34,1.0
2090,Karnataka,2009,Wind Power,17.34,1472.8
2091,Karnataka,2010,Bio-Mass Power,13.35,365.18
2092,Karnataka,2010,Small Hydro Power,13.35,783.35
2093,Karnataka,2010,Solar Power,13.35,6.0
2094,Karnataka,2010,Waste to Energy,13.35,1.0
2095,Karnataka,2010,Wind Power,13.35,1726.85
2096,Karnataka,2011,Bio-Mass Power,10.35,441.18
2097,Karnataka,2011,Small Hydro Power,10.35,882.45
2098,Karnataka,2011,Solar Power,10.35,9.0
2099,Karnataka,2011,Waste to Energy,10.35,1.0
2100,Karnataka,2011,Wind Power,10.35,1933.5
2101,Karnataka,2012,Bio-Mass Power,10.54,491.38
2102,Karnataka,2012,Small Hydro Power,10.54,963.76
2103,Karnataka,2012,Solar Power,10.54,14.0
2104,Karnataka,2012,Waste to Energy,10.54,1.0
2105,Karnataka,2012,Wind Power,10.54,2135.15
2106,Karnataka,2013,Bio-Mass Power,20.92,603.28
2107,Karnataka,2013,Small Hydro Power,20.92,1031.66
2108,Karnataka,2013,Solar Power,20.92,31.0
2109,Karnataka,2013,Waste to Energy,20.92,1.0
2110,Karnataka,2013,Wind Power,20.92,2318.2
2111,Karnataka,2014,Bio-Mass Power,13.2,664.28
2112,Karnataka,2014,Small Hydro Power,13.2,1129.73
2113,Karnataka,2014,Solar Power,13.2,77.22
2114,Karnataka,2014,Waste to Energy,13.2,1.0
2115,Karnataka,2014,Wind Power,13.2,2638.0
2116,Karnataka,2015,Bio-Mass Power,46.08,872.18
2117,Karnataka,2015,Small Hydro Power,46.08,1217.73
2118,Karnataka,2015,Solar Power,46.08,145.46
2119,Karnataka,2015,Waste to Energy,46.08,1.0
2120,Karnataka,2015,Wind Power,46.08,2869.15
2121,Karnataka,2016,Bio-Mass Power,0.0,1452.0
2122,Karnataka,2016,Small Hydro Power,0.0,1225.73
2123,Karnataka,2016,Solar Power,0.0,1027.84
2124,Karnataka,2016,Waste to Energy,0.0,1.0
2125,Karnataka,2016,Wind Power,0.0,3751.4
2126,Karnataka,2017,Bio-Mass Power,10.29,1768.8
2127,Karnataka,2017,Small Hydro Power,10.29,1230.73
2128,Karnataka,2017,Solar Power,10.29,4944.12
2129,Karnataka,2017,Waste to Energy,10.29,1.0
2130,Karnataka,2017,Wind Power,10.29,4608.4
2131,Karnataka,2018,Bio-Mass Power,10.02,1798.8
2132,Karnataka,2018,Small Hydro Power,10.02,1254.73
2133,Karnataka,2018,Solar Power,10.02,6095.56
2134,Karnataka,2018,Waste to Energy ,10.02,1.0
2135,Karnataka,2018,Wind Power,10.02,4694.9
2136,Karnataka,2019,Bio-Mass Power,1.5,1881.8
2137,Karnataka,2019,Small Hydro Power,1.5,1280.73
2138,Karnataka,2019,Solar Power,1.5,7277.93
2139,Karnataka,2019,Waste to Energy ,1.5,1.0
2140,Karnataka,2019,Wind Power,1.5,4790.6
2141,Karnataka,2020,Bio-Mass Power,2.58,1887.3
2142,Karnataka,2020,Small Hydro Power,2.58,1280.73
2143,Karnataka,2020,Solar Power,2.58,7383.88
2144,Karnataka,2020,Waste to Energy ,2.58,14.62
2145,Karnataka,2020,Wind Power,2.58,4938.6
2146,Karnataka,2021,Bio-Mass Power,2.58,1887.3
2147,Karnataka,2021,Small Hydro Power,2.58,1280.73
2148,Karnataka,2021,Solar Power,2.58,7590.81
2149,Karnataka,2021,Waste to Energy ,2.58,14.85
2150,Karnataka,2021,Wind Power,2.58,5130.9
2151,Goa,2006,Bio-Mass Power,0.0,0.0
2152,Goa,2006,Small Hydro Power,0.0,0.05
2153,Goa,2006,Solar Power,0.0,0.0
2154,Goa,2006,Waste to Energy,0.0,0.0
2155,Goa,2006,Wind Power,0.0,0.0
2156,Goa,2007,Bio-Mass Power,0.0,0.0
2157,Goa,2007,Small Hydro Power,0.0,0.05
2158,Goa,2007,Solar Power,0.0,0.0
2159,Goa,2007,Waste to Energy,0.0,0.0
2160,Goa,2007,Wind Power,0.0,0.0
2161,Goa,2008,Bio-Mass Power,0.0,0.0
2162,Goa,2008,Small Hydro Power,0.0,0.05
2163,Goa,2008,Solar Power,0.0,0.0
2164,Goa,2008,Waste to Energy,0.0,0.0
2165,Goa,2008,Wind Power,0.0,0.0
2166,Goa,2009,Bio-Mass Power,0.0,0.0
2167,Goa,2009,Small Hydro Power,0.0,0.05
2168,Goa,2009,Solar Power,0.0,0.0
2169,Goa,2009,Waste to Energy,0.0,0.0
2170,Goa,2009,Wind Power,0.0,0.0
2171,Goa,2010,Bio-Mass Power,0.0,0.0
2172,Goa,2010,Small Hydro Power,0.0,0.05
2173,Goa,2010,Solar Power,0.0,0.0
2174,Goa,2010,Waste to Energy,0.0,0.0
2175,Goa,2010,Wind Power,0.0,0.0
2176,Goa,2011,Bio-Mass Power,0.0,0.0
2177,Goa,2011,Small Hydro Power,0.0,0.05
2178,Goa,2011,Solar Power,0.0,0.0
2179,Goa,2011,Waste to Energy,0.0,0.0
2180,Goa,2011,Wind Power,0.0,0.0
2181,Goa,2012,Bio-Mass Power,0.0,0.0
2182,Goa,2012,Small Hydro Power,0.0,0.05
2183,Goa,2012,Solar Power,0.0,0.0
2184,Goa,2012,Waste to Energy,0.0,0.0
2185,Goa,2012,Wind Power,0.0,0.0
2186,Goa,2013,Bio-Mass Power,0.0,0.0
2187,Goa,2013,Small Hydro Power,0.0,0.05
2188,Goa,2013,Solar Power,0.0,0.0
2189,Goa,2013,Waste to Energy,0.0,0.0
2190,Goa,2013,Wind Power,0.0,0.0
2191,Goa,2014,Bio-Mass Power,0.0,0.0
2192,Goa,2014,Small Hydro Power,0.0,0.05
2193,Goa,2014,Solar Power,0.0,0.0
2194,Goa,2014,Waste to Energy,0.0,0.0
2195,Goa,2014,Wind Power,0.0,0.0
2196,Goa,2015,Bio-Mass Power,1420.0,0.0
2197,Goa,2015,Small Hydro Power,1420.0,0.05
2198,Goa,2015,Solar Power,1420.0,0.0
2199,Goa,2015,Waste to Energy,1420.0,0.0
2200,Goa,2015,Wind Power,1420.0,0.0
2201,Goa,2016,Bio-Mass Power,0.0,0.0
2202,Goa,2016,Small Hydro Power,0.0,0.05
2203,Goa,2016,Solar Power,0.0,0.71
2204,Goa,2016,Waste to Energy,0.0,0.0
2205,Goa,2016,Wind Power,0.0,0.0
2206,Goa,2017,Bio-Mass Power,313.54,0.0
2207,Goa,2017,Small Hydro Power,313.54,0.05
2208,Goa,2017,Solar Power,313.54,0.91
2209,Goa,2017,Waste to Energy,313.54,0.0
2210,Goa,2017,Wind Power,313.54,0.0
2211,Goa,2018,Bio-Mass Power,30.23,0.0
2212,Goa,2018,Small Hydro Power,30.23,0.05
2213,Goa,2018,Solar Power,30.23,3.92
2214,Goa,2018,Waste to Energy ,30.23,0.0
2215,Goa,2018,Wind Power,30.23,0.0
2216,Goa,2019,Bio-Mass Power,51.5,0.0
2217,Goa,2019,Small Hydro Power,51.5,0.05
2218,Goa,2019,Solar Power,51.5,4.78
2219,Goa,2019,Waste to Energy ,51.5,0.34
2220,Goa,2019,Wind Power,51.5,0.0
2221,Goa,2020,Bio-Mass Power,155.85,0.0
2222,Goa,2020,Small Hydro Power,155.85,0.05
2223,Goa,2020,Solar Power,155.85,7.56
2224,Goa,2020,Waste to Energy ,155.85,0.34
2225,Goa,2020,Wind Power,155.85,0.0
2226,Goa,2021,Bio-Mass Power,155.85,0.0
2227,Goa,2021,Small Hydro Power,155.85,0.05
2228,Goa,2021,Solar Power,155.85,19.95
2229,Goa,2021,Waste to Energy ,155.85,0.34
2230,Goa,2021,Wind Power,155.85,0.0
2231,Lakshadweep,2006,Bio-Mass Power,0.0,0.0
2232,Lakshadweep,2006,Small Hydro Power,0.0,0.0
2233,Lakshadweep,2006,Solar Power,0.0,0.75
2234,Lakshadweep,2006,Waste to Energy,0.0,0.0
2235,Lakshadweep,2006,Wind Power,0.0,0.0
2236,Lakshadweep,2007,Bio-Mass Power,0.0,0.0
2237,Lakshadweep,2007,Small Hydro Power,0.0,0.0
2238,Lakshadweep,2007,Solar Power,0.0,0.76
2239,Lakshadweep,2007,Waste to Energy,0.0,0.0
2240,Lakshadweep,2007,Wind Power,0.0,0.0
2241,Lakshadweep,2008,Bio-Mass Power,-1.32,0.0
2242,Lakshadweep,2008,Small Hydro Power,-1.32,0.0
2243,Lakshadweep,2008,Solar Power,-1.32,0.76
2244,Lakshadweep,2008,Waste to Energy,-1.32,0.0
2245,Lakshadweep,2008,Wind Power,-1.32,0.0
2246,Lakshadweep,2009,Bio-Mass Power,0.0,0.0
2247,Lakshadweep,2009,Small Hydro Power,0.0,0.0
2248,Lakshadweep,2009,Solar Power,0.0,0.75
2249,Lakshadweep,2009,Waste to Energy,0.0,0.0
2250,Lakshadweep,2009,Wind Power,0.0,0.0
2251,Lakshadweep,2010,Bio-Mass Power,0.0,0.0
2252,Lakshadweep,2010,Small Hydro Power,0.0,0.0
2253,Lakshadweep,2010,Solar Power,0.0,0.75
2254,Lakshadweep,2010,Waste to Energy,0.0,0.0
2255,Lakshadweep,2010,Wind Power,0.0,0.0
2256,Lakshadweep,2011,Bio-Mass Power,0.0,0.0
2257,Lakshadweep,2011,Small Hydro Power,0.0,0.0
2258,Lakshadweep,2011,Solar Power,0.0,0.75
2259,Lakshadweep,2011,Waste to Energy,0.0,0.0
2260,Lakshadweep,2011,Wind Power,0.0,0.0
2261,Lakshadweep,2012,Bio-Mass Power,0.0,0.0
2262,Lakshadweep,2012,Small Hydro Power,0.0,0.0
2263,Lakshadweep,2012,Solar Power,0.0,0.75
2264,Lakshadweep,2012,Waste to Energy,0.0,0.0
2265,Lakshadweep,2012,Wind Power,0.0,0.0
2266,Lakshadweep,2013,Bio-Mass Power,0.0,0.0
2267,Lakshadweep,2013,Small Hydro Power,0.0,0.0
2268,Lakshadweep,2013,Solar Power,0.0,0.75
2269,Lakshadweep,2013,Waste to Energy,0.0,0.0
2270,Lakshadweep,2013,Wind Power,0.0,0.0
2271,Lakshadweep,2014,Bio-Mass Power,0.0,0.0
2272,Lakshadweep,2014,Small Hydro Power,0.0,0.0
2273,Lakshadweep,2014,Solar Power,0.0,0.75
2274,Lakshadweep,2014,Waste to Energy,0.0,0.0
2275,Lakshadweep,2015,Bio-Mass Power,-5.33,0.0
2276,Lakshadweep,2015,Small Hydro Power,-5.33,0.0
2277,Lakshadweep,2015,Solar Power,-5.33,0.75
2278,Lakshadweep,2015,Waste to Energy,-5.33,0.0
2279,Lakshadweep,2015,Wind Power,-5.33,0.0
2280,Lakshadweep,2016,Bio-Mass Power,0.0,0.0
2281,Lakshadweep,2016,Small Hydro Power,0.0,0.0
2282,Lakshadweep,2016,Solar Power,0.0,0.71
2283,Lakshadweep,2016,Waste to Energy,0.0,0.0
2284,Lakshadweep,2016,Wind Power,0.0,0.0
2285,Lakshadweep,2017,Bio-Mass Power,0.0,0.0
2286,Lakshadweep,2017,Small Hydro Power,0.0,0.0
2287,Lakshadweep,2017,Solar Power,0.0,0.75
2288,Lakshadweep,2017,Waste to Energy,0.0,0.0
2289,Lakshadweep,2017,Wind Power,0.0,0.0
2290,Lakshadweep,2018,Bio-Mass Power,0.0,0.0
2291,Lakshadweep,2018,Small Hydro Power,0.0,0.0
2292,Lakshadweep,2018,Solar Power,0.0,0.75
2293,Lakshadweep,2018,Waste to Energy ,0.0,0.0
2294,Lakshadweep,2018,Wind Power,0.0,0.0
2295,Lakshadweep,2019,Bio-Mass Power,0.0,0.0
2296,Lakshadweep,2019,Small Hydro Power,0.0,0.0
2297,Lakshadweep,2019,Solar Power,0.0,0.75
2298,Lakshadweep,2019,Waste to Energy ,0.0,0.0
2299,Lakshadweep,2019,Wind Power,0.0,0.0
2300,Lakshadweep,2020,Bio-Mass Power,0.0,0.0
2301,Lakshadweep,2020,Small Hydro Power,0.0,0.0
2302,Lakshadweep,2020,Solar Power,0.0,3.27
2303,Lakshadweep,2020,Waste to Energy ,0.0,0.0
2304,Lakshadweep,2020,Wind Power,0.0,0.0
2305,Lakshadweep,2021,Bio-Mass Power,0.0,0.0
2306,Lakshadweep,2021,Small Hydro Power,0.0,0.0
2307,Lakshadweep,2021,Solar Power,0.0,3.27
2308,Lakshadweep,2021,Waste to Energy ,0.0,0.0
2309,Lakshadweep,2021,Wind Power,0.0,0.0
2310,Kerala,2006,Bio-Mass Power,0.0,0.0
2311,Kerala,2006,Small Hydro Power,0.0,98.12
2312,Kerala,2006,Solar Power,0.0,0.02
2313,Kerala,2006,Waste to Energy,0.0,0.0
2314,Kerala,2006,Wind Power,0.0,2.0
2315,Kerala,2007,Bio-Mass Power,20.39,0.0
2316,Kerala,2007,Small Hydro Power,20.39,123.12
2317,Kerala,2007,Solar Power,20.39,0.02
2318,Kerala,2007,Waste to Energy,20.39,0.0
2319,Kerala,2007,Wind Power,20.39,10.5
2320,Kerala,2008,Bio-Mass Power,0.47,0.0
2321,Kerala,2008,Small Hydro Power,0.47,123.12
2322,Kerala,2008,Solar Power,0.47,0.02
2323,Kerala,2008,Waste to Energy,0.47,0.0
2324,Kerala,2008,Wind Power,0.47,27.0
2325,Kerala,2009,Bio-Mass Power,6.34,0.0
2326,Kerala,2009,Small Hydro Power,6.34,133.87
2327,Kerala,2009,Solar Power,6.34,0.03
2328,Kerala,2009,Waste to Energy,6.34,0.0
2329,Kerala,2009,Wind Power,6.34,27.75
2330,Kerala,2010,Bio-Mass Power,7.98,0.0
2331,Kerala,2010,Small Hydro Power,7.98,136.87
2332,Kerala,2010,Solar Power,7.98,0.03
2333,Kerala,2010,Waste to Energy,7.98,0.0
2334,Kerala,2010,Wind Power,7.98,35.0
2335,Kerala,2011,Bio-Mass Power,4.28,0.0
2336,Kerala,2011,Small Hydro Power,4.28,149.67
2337,Kerala,2011,Solar Power,4.28,0.84
2338,Kerala,2011,Waste to Energy,4.28,0.0
2339,Kerala,2011,Wind Power,4.28,35.1
2340,Kerala,2012,Bio-Mass Power,0.05,0.0
2341,Kerala,2012,Small Hydro Power,0.05,158.42
2342,Kerala,2012,Solar Power,0.05,0.03
2343,Kerala,2012,Waste to Energy,0.05,0.0
2344,Kerala,2012,Wind Power,0.05,35.1
2345,Kerala,2013,Bio-Mass Power,27.06,0.0
2346,Kerala,2013,Small Hydro Power,27.06,158.42
2347,Kerala,2013,Solar Power,27.06,0.03
2348,Kerala,2013,Waste to Energy,27.06,0.0
2349,Kerala,2013,Wind Power,27.06,35.2
2350,Kerala,2014,Bio-Mass Power,25.26,0.0
2351,Kerala,2014,Small Hydro Power,25.26,168.92
2352,Kerala,2014,Solar Power,25.26,0.03
2353,Kerala,2014,Waste to Energy,25.26,0.0
2354,Kerala,2014,Wind Power,25.26,35.0
2355,Kerala,2015,Bio-Mass Power,32.59,0.0
2356,Kerala,2015,Small Hydro Power,32.59,198.92
2357,Kerala,2015,Solar Power,32.59,13.05
2358,Kerala,2015,Waste to Energy,32.59,0.0
2359,Kerala,2015,Wind Power,32.59,43.5
2360,Kerala,2016,Bio-Mass Power,0.0,0.0
2361,Kerala,2016,Small Hydro Power,0.0,213.02
2362,Kerala,2016,Solar Power,0.0,74.2
2363,Kerala,2016,Waste to Energy,0.0,0.0
2364,Kerala,2016,Wind Power,0.0,51.5
2365,Kerala,2017,Bio-Mass Power,8.85,0.72
2366,Kerala,2017,Small Hydro Power,8.85,219.02
2367,Kerala,2017,Solar Power,8.85,107.94
2368,Kerala,2017,Waste to Energy,8.85,0.0
2369,Kerala,2017,Wind Power,8.85,52.5
2370,Kerala,2018,Bio-Mass Power,3.3,0.72
2371,Kerala,2018,Small Hydro Power,3.3,222.02
2372,Kerala,2018,Solar Power,3.3,138.59
2373,Kerala,2018,Waste to Energy ,3.3,0.0
2374,Kerala,2018,Wind Power,3.3,52.5
2375,Kerala,2019,Bio-Mass Power,29.1,0.72
2376,Kerala,2019,Small Hydro Power,29.1,222.02
2377,Kerala,2019,Solar Power,29.1,142.23
2378,Kerala,2019,Waste to Energy ,29.1,0.0
2379,Kerala,2019,Wind Power,29.1,62.5
2380,Kerala,2020,Bio-Mass Power,17.17,2.27
2381,Kerala,2020,Small Hydro Power,17.17,230.02
2382,Kerala,2020,Solar Power,17.17,277.4
2383,Kerala,2020,Waste to Energy ,17.17,0.23
2384,Kerala,2020,Wind Power,17.17,62.5
2385,Kerala,2021,Bio-Mass Power,17.17,2.27
2386,Kerala,2021,Small Hydro Power,17.17,242.52
2387,Kerala,2021,Solar Power,17.17,363.18
2388,Kerala,2021,Waste to Energy ,17.17,0.23
2389,Kerala,2021,Wind Power,17.17,62.5
2390,Tamil Nadu,2006,Bio-Mass Power,0.0,215.5
2391,Tamil Nadu,2006,Small Hydro Power,0.0,89.7
2392,Tamil Nadu,2006,Solar Power,0.0,0.05
2393,Tamil Nadu,2006,Waste to Energy,0.0,4.25
2394,Tamil Nadu,2006,Wind Power,0.0,3492.79
2395,Tamil Nadu,2007,Bio-Mass Power,11.15,290.5
2396,Tamil Nadu,2007,Small Hydro Power,11.15,89.7
2397,Tamil Nadu,2007,Solar Power,11.15,0.05
2398,Tamil Nadu,2007,Waste to Energy,11.15,4.25
2399,Tamil Nadu,2007,Wind Power,11.15,3873.4
2400,Tamil Nadu,2008,Bio-Mass Power,14.06,333.7
2401,Tamil Nadu,2008,Small Hydro Power,14.06,89.7
2402,Tamil Nadu,2008,Solar Power,14.06,0.05
2403,Tamil Nadu,2008,Waste to Energy,14.06,4.25
2404,Tamil Nadu,2008,Wind Power,14.06,4304.5
2405,Tamil Nadu,2009,Bio-Mass Power,20.4,395.7
2406,Tamil Nadu,2009,Small Hydro Power,20.4,90.05
2407,Tamil Nadu,2009,Solar Power,20.4,0.05
2408,Tamil Nadu,2009,Waste to Energy,20.4,5.65
2409,Tamil Nadu,2009,Wind Power,20.4,4906.72
2410,Tamil Nadu,2010,Bio-Mass Power,17.92,488.2
2411,Tamil Nadu,2010,Small Hydro Power,17.92,96.55
2412,Tamil Nadu,2010,Solar Power,17.92,5.05
2413,Tamil Nadu,2010,Waste to Energy,17.92,5.65
2414,Tamil Nadu,2010,Wind Power,17.92,5904.12
2415,Tamil Nadu,2011,Bio-Mass Power,2.41,532.7
2416,Tamil Nadu,2011,Small Hydro Power,2.41,123.05
2417,Tamil Nadu,2011,Solar Power,2.41,15.05
2418,Tamil Nadu,2011,Waste to Energy,2.41,5.65
2419,Tamil Nadu,2011,Wind Power,2.41,6987.58
2420,Tamil Nadu,2012,Bio-Mass Power,2.82,538.7
2421,Tamil Nadu,2012,Small Hydro Power,2.82,123.05
2422,Tamil Nadu,2012,Solar Power,2.82,17.11
2423,Tamil Nadu,2012,Waste to Energy,2.82,8.05
2424,Tamil Nadu,2012,Wind Power,2.82,7162.18
2425,Tamil Nadu,2013,Bio-Mass Power,8.14,571.3
2426,Tamil Nadu,2013,Small Hydro Power,8.14,123.05
2427,Tamil Nadu,2013,Solar Power,8.14,98.36
2428,Tamil Nadu,2013,Waste to Energy,8.14,8.05
2429,Tamil Nadu,2013,Wind Power,8.14,7269.5
2430,Tamil Nadu,2014,Bio-Mass Power,12.61,662.3
2431,Tamil Nadu,2014,Small Hydro Power,12.61,123.05
2432,Tamil Nadu,2014,Solar Power,12.61,142.58
2433,Tamil Nadu,2014,Waste to Energy,12.61,8.05
2434,Tamil Nadu,2014,Wind Power,12.61,7455.0
2435,Tamil Nadu,2015,Bio-Mass Power,11.79,641.9
2436,Tamil Nadu,2015,Small Hydro Power,11.79,123.05
2437,Tamil Nadu,2015,Solar Power,11.79,1061.82
2438,Tamil Nadu,2015,Waste to Energy,11.79,8.05
2439,Tamil Nadu,2015,Wind Power,11.79,7613.86
2440,Tamil Nadu,2016,Bio-Mass Power,0.0,878.0
2441,Tamil Nadu,2016,Small Hydro Power,0.0,123.05
2442,Tamil Nadu,2016,Solar Power,0.0,1691.83
2443,Tamil Nadu,2016,Waste to Energy,0.0,8.05
2444,Tamil Nadu,2016,Wind Power,0.0,7861.46
2445,Tamil Nadu,2017,Bio-Mass Power,13.24,954.55
2446,Tamil Nadu,2017,Small Hydro Power,13.24,123.05
2447,Tamil Nadu,2017,Solar Power,13.24,1908.57
2448,Tamil Nadu,2017,Waste to Energy,13.24,6.4
